id_str,user_name,text,hashtags,created,user_followers,user_friends,user_favorites,expanded_url,user_description,user_created,user_location,source,usr_mentions
1363312086735089665,SLKath,"RT @jules00742:As the renewable energy sector continues to grow, so do the amount of jobs in that field.

Electricity generation from wind turbines is consistently setting new daily records. 

#SolveDifferent
#ActOnClimate
#ONEV1 
https://t.co/u8X6PJKvFA",,2021-02-21T02:18:25,21479,22515,96021,,"Enviro lawyer/advisor, climate change 🔥🌎 Proudly supporting #ONEV1  Z26, Democrats Abroad, No Dem Left Behind & BLM",2011-03-29T13:45:40,Straddling US-Canada border,Twitter Web App,jules00742
1363337902508437504,BobHarr1944,"RT @SpotsFox:Jen Psyko blames coal and naural gas for power outages, not windmills freezing in a once in a hundred year freezing storm. Please explain how coal is the culprit 🤦‍♀️🤦‍♀️🤦‍♀️

Surprised she didn't blame it on global warming. 

FOLLOW @GiantSlyers Fighting lies!
https://t.co/yiLmVG8SGm",,2021-02-21T04:01:00,20719,23351,82608,,#USAF #VET #1A #2A 7A #PASTMASTER #NOTPC #BLUELIVESMATTER #NRA #LEO #CANTFIXSTUPID #NFLBOYCOTT#Trumpville#Fighting4Trump,2016-06-26T02:50:21,"South Alabama, USA",Twitter for Android,SpotsFox
1363318934112411650,zen4ever2us,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T02:45:37,20292,18786,247221,,Nomadic traveler|Water is life. 🌊 #Equality 🌊 #ProudImmigrant #DemocracyWins #EveryVoice 💙 #LGTBQIA+Ally 🏳️‍🌈 #BeKindToAnimals (NO Lists/DM),2017-07-31T21:02:36,"California, USA",Twitter for iPhone,"DrEricDing,AOC"
1363311237010874369,zen4ever2us,"RT @Acyn:“Maybe the energy wizards like AOC would like to come to Texas to give a briefing on the feasibility of green energy in Texas. But the problem in Texas is not all about the windmills, it’s about their energy grid...” https://t.co/a2Wosh15Bl",,2021-02-21T02:15:02,20292,18785,247210,,Nomadic traveler|Water is life. 🌊 #Equality 🌊 #ProudImmigrant #DemocracyWins #EveryVoice 💙 #LGTBQIA+Ally 🏳️‍🌈 #BeKindToAnimals (NO Lists/DM),2017-07-31T21:02:36,"California, USA",Twitter for iPhone,Acyn
1363333696879796229,bull50,"RT @evanasmith:This @nytimes graphic rebuts the idea that frozen wind turbines caused the mess last week in Texas. Natural gas, a much bigger part of our energy portfolio, was hit way harder https://t.co/lnDSIfNvR2 #txlege https://t.co/oATwMfbk0a",,2021-02-21T03:44:17,19927,77,2487,,NBA Player (retired) - NBA color analyst for AT&TSportsnet and other NBA outlets. ☝🏽❤️,2009-09-16T18:25:48,,Twitter for iPhone,"evanasmith,nytimes"
1362864021691658241,thewriterme,RT @IngrahamAngle: “Imagine if all of Texas was on wind and solar. We would still be without power.”  -- Texas Lt. Governor @DanPatrick on…,,2021-02-19T20:37:58,19393,17602,90697,,Published #writer. Loves horses and America too! #MixedMedia 🎶 ProLife 🇺🇸 America is the home of the free because of the brave. Proud Deplorable 👠,2013-09-22T17:36:09,,Twitter for iPhone,
1362858178292158466,Sharks2K20,RT @LisPower1: Fox News and Fox Business lied about wind turbines and the Green New Deal being to blame for Texas' power outages 128 times…,,2021-02-19T20:14:45,19088,20355,75296,,"species of cartilaginous fishes of predatory habit; #NeverTrump, unless he’s for lunch",2018-04-02T22:52:26,the very deep state,Twitter for iPhone,
1363311936813862918,mini_bubbly,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI https://t.co/LJzHDcEAdd",,2021-02-21T02:17:49,18889,15020,461444,,NovaScotia🇨🇦 🦫🍁#indigenousLivesMatter #KindnessMatters #ArmyBrat #ClimateChange #TheResistance🏳️‍🌈 #WildlifeSupport #LGBTQSupporter #NoLists #BLM,2013-12-27T04:40:44,"Halifax, Nova Scotia, Canada",Twitter Web App,"DrEricDing,AOC"
1362877971166494721,catttaylor,"So, is Abbott blaming their water system problems on windmills too?
https://t.co/rJQQLIax87",,2021-02-19T21:33:24,18114,17570,0,https://www.aol.com/news/power-comes-back-most-texas-065500565.html,"Mom, Wife, Empire Builder, Queen of all She Surveys, An Impressive Mastermind per the CIA. investor, photographer, adventurer 🌊",2008-08-21T22:18:46,"Denver, CO",Twitter Web App,
1362854753361887234,AngelinaDDD2,"@clifford6111 Yuck. It has been so yucky here in De. Ice, rain and wind, but nothing compared too Texas.",,2021-02-19T20:01:08,17012,1513,54093,,"Soccer mom, , dog lover, beach bunny, working towards my Masters,  If u are extreme right or left , stay off my TL!  PROUD AMERICAN",2017-05-19T21:43:02,"District of Columbia, USA",Twitter Web App,
1363316567010807811,PaulaChertok,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T02:36:13,16880,3926,80534,,"Linguist, lawyer, writer, refugee, immigrant • Analyzing propaganda, media, Russia, Ukraine, post-USSR • https://t.co/a1JkTMUyHM https://t.co/fX2Pdq1Zp6 • Inclusion•Innovation",2012-08-17T04:47:23,Left of Center,Twitter for iPhone,"DrEricDing,AOC"
1362859025986162691,thinkingmanDJ,"RT @catturd2: The worthless windmills froze in Texas ... quick talk about Ted Cruz for a week. 

LOOK SQUIRREL !!!",,2021-02-19T20:18:07,16256,14439,6086,,Think...,2008-12-11T18:17:06,,Twitter for iPhone,
1363340968976658439,eafitz343,#NY21 Why wind turbines in New York keep working in bitter cold weather unlike the ones in Texas - https://t.co/glXpcxZ53Y https://t.co/qrHMsrOl52,NY21,2021-02-21T04:13:11,15798,16433,35115,https://twitter.com/i/web/status/1363340968976658439,#TheResistance✊🏼#ForThePeople⚖#JoeBiden2020🇺🇸#Blacklivesmatter #NY21🏞#MSDstrong #LGBTQ🌈Ally #MeToo  backup @Ed_Fitz343,2018-03-19T21:38:52,,Twitter Web App,
1363340826831642628,eafitz343,Why wind turbines in New York keep working in bitter cold weather unlike the ones in Texas - https://t.co/glXpcxZ53Y https://t.co/qrHMsrOl52,,2021-02-21T04:12:37,15798,16433,35115,"http://syracuse.com,https://www.syracuse.com/business/2021/02/why-wind-turbines-in-new-york-state-keep-working-in-bitter-cold-weather-unlike-the-ones-in-texas.html",#TheResistance✊🏼#ForThePeople⚖#JoeBiden2020🇺🇸#Blacklivesmatter #NY21🏞#MSDstrong #LGBTQ🌈Ally #MeToo  backup @Ed_Fitz343,2018-03-19T21:38:52,,Twitter Web App,
1363319746620395523,washumom,"RT @67jewelCDH:Just in from Iowa where wind farms suppy 40% of their power:

""It's 17 below zero and the windmills are still turning!""

Get it, Texas politicians?",,2021-02-21T02:48:51,15704,16755,734614,,#UniteBlue #Equality No Lists! #MakeTheWorldABetterPlace Windmill Cancer Survivor. #TrumpMustGoAway,2008-11-13T21:15:33,Illinois,Twitter for iPhone,67jewelCDH
1363328982914109443,AugustEve2012,Why wind turbines thrive in Antarctica and places way colder than Texas - Mashable https://t.co/bY4YOfmq3I,,2021-02-21T03:25:33,15524,11059,188086,https://apple.news/AhgDL3bwOT-yyaqsEk3wTTA,"Father, Artist, Teacher, Philosopher, Activist, Truth Seeker, Mind Speaker, I've re-discovered my freedom, take a walk with me! I AM SHAW UNIVERSITY. #RESIST🆘",2009-08-13T15:03:38,"Charlotte, NC",Twitter for iPhone,
1363331345217388553,TweetingYarnie,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T03:34:56,15399,10130,96411,,"Progressive fighting from within the Iowa Dem Party to push it left. Health care worker, COVID survivor. Proud mom to a Trans daughter. #MedicareForAll",2011-10-19T20:22:38,Somewhere in Iowa,Twitter for iPhone,"DrEricDing,AOC"
1363315940167806979,PenielJoseph,"RT @evanasmith:This @nytimes graphic rebuts the idea that frozen wind turbines caused the mess last week in Texas. Natural gas, a much bigger part of our energy portfolio, was hit way harder https://t.co/lnDSIfNvR2 #txlege https://t.co/oATwMfbk0a",,2021-02-21T02:33:43,15334,2976,14591,,Founding Director Center for the Study of Race and Democracy @TheLBJSchool,2012-02-27T17:59:27,University of Texas at Austin,Twitter for iPhone,"evanasmith,nytimes"
1362881934335086594,SototG,RT @IngrahamAngle: “Imagine if all of Texas was on wind and solar. We would still be without power.”  -- Texas Lt. Governor @DanPatrick on…,,2021-02-19T21:49:08,15008,16287,73187,,"@TheSototG on Gab & BitChute Married CHRISTian✝️ #BibleCode GodBlessAmerica! AntiGlobalist Trumplican No DMs
#NotMyPresident",2009-06-05T11:03:24,"LandOfTheFree, HomeOfTheBrave ",Twitter for Android,
1363337246246465542,HoneyMcReynolds,RT @rgoodlaw:The lawyers for the wind turbine companies should mebbe call up the lawyers for Dominion Voting Machines to discuss how to handle this organized lying on the part of Fox.,,2021-02-21T03:58:23,14535,15097,8858,,#bleedingheartliberal #happilymarried.                       #hospice RN                             #i resist,2017-07-15T20:53:30,"Abilene,TX",Twitter for iPhone,rgoodlaw
1362871747444428803,raywatts,"RT @catturd2: The worthless windmills froze in Texas ... quick talk about Ted Cruz for a week. 

LOOK SQUIRREL !!!",,2021-02-19T21:08:40,14523,4460,51994,,"#christian #family #ccot #tcot #prolife #conservative #MAGA #proIsrael, father of 3 great kids, software and db development, Jesus is King 🤴",2008-01-23T12:50:18,South Tookland ,Twitter for iPhone,
1363311546366066689,alxellt0308,"RT @jules00742:As the renewable energy sector continues to grow, so do the amount of jobs in that field.

Electricity generation from wind turbines is consistently setting new daily records. 

#SolveDifferent
#ActOnClimate
#ONEV1 
https://t.co/u8X6PJKvFA",,2021-02-21T02:16:16,14423,10227,711651,,"#Resistance
#LakerNation
Don't dm me unless we're at least cordial, plz and thx 🚫. Z26
My heart belongs to @pleasure74",2015-04-01T15:22:59,"Florida, USA",Twitter Web App,jules00742
1363332786577268736,taiping2,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T03:40:40,14299,11610,59184,,"Internist. “We must meet the forces of hate w the power of love""-MLK. #Organize #Jan6Commission #WearAMask #GoodTrouble #UniversalHealthcare",2010-05-16T05:37:46,"Berkeley, CA",Twitter for iPhone,"DrEricDing,AOC"
1363317801545568256,JeannieG40,"RT @Acyn:“Maybe the energy wizards like AOC would like to come to Texas to give a briefing on the feasibility of green energy in Texas. But the problem in Texas is not all about the windmills, it’s about their energy grid...” https://t.co/a2Wosh15Bl",,2021-02-21T02:41:07,14281,3006,845587,,"Professional Avoider & I cuss a lot
#BidenWon 
Jokes.Music.Animals",2009-03-31T00:41:14,"Texas, USA",Twitter for Android,Acyn
1363333855948595201,RafaelAnchia,"RT @evanasmith:This @nytimes graphic rebuts the idea that frozen wind turbines caused the mess last week in Texas. Natural gas, a much bigger part of our energy portfolio, was hit way harder https://t.co/lnDSIfNvR2 #txlege https://t.co/oATwMfbk0a",,2021-02-21T03:44:55,14203,1551,46160,,1st Gen - @SMU @TulaneLaw - TX House - #TXLege - Chair #PIFS - Chair @MALCTX - RT = Quizás - Employers Disavow Me in Advance & So Do My Kids B/C Bruh Dad,2008-10-28T18:23:11,"Oak Cliff, TX",Twitter for iPhone,"evanasmith,nytimes"
1362879533565681665,MQSullivan,RT @bwaltens: @GovAbbott tells @TexasScorecard the legislature that ending subsidies to solar and wind energy is something the legislature…,,2021-02-19T21:39:36,14192,4626,24157,,"Christian, husband, father. Running, hiking, backpacking, shooting. Writer, Aggie, Texan. @TexasScorecard publisher. There are only two genders.",2008-09-24T18:55:14,Texas. All of Texas.,Twitter for iPhone,
1362879051178733569,TexasScorecard,RT @bwaltens: @GovAbbott tells @TexasScorecard the legislature that ending subsidies to solar and wind energy is something the legislature…,,2021-02-19T21:37:41,14158,1879,4225,,Someone's always keeping score. We think it ought to be the citizens.,2009-01-29T18:04:53,"Leander, TX",Twitter Web App,
1363311969294458880,tobyhardtospell,"RT @leahstokes:For my book, I interviewed Texan Republicans, Democrats, oil guys + clean energy pioneers. Texas was once leading in wind energy, with GOP support. Now we get lies, from the Gov on down on renewables. What happened?

Lessons from Short Circuiting Policy https://t.co/KtxaBci5oC 🧵 https://t.co/lXGXR70CoG",,2021-02-21T02:17:57,13982,2094,32880,,Host of @UpCloseAndPol. Doer of things @freethinkmedia. Seen on @RoastBattle. Ask me why I love housing. Comedy videos: http://bit.ly/tobyclips,2009-04-01T01:42:27,"Los Angeles, CA",Twitter Web App,leahstokes
1363334211780939784,RougeNASA,"I think you mean: @RogueNASA ""WitchyCocoa: @RougeNASA @RogueNASA @absolutspacegrl Why is he talking about wind batteries when wind power accounts for less than 20% of Texas power, and the power companies are saying it's the natural gas lines that are the problem? I shouldn't…",,2021-02-21T03:46:20,13946,30,13,https://twitter.com/i/web/status/1363334211780939784,The side of NASA no one ever thinks about.,2017-01-26T14:42:28,International Space Station,IFTTT,"RogueNASA,RougeNASA,RogueNASA,absolutspacegrl"
1363317987340652544,LeChatNoire4,RT @jbaugh:Natural gas providers in Texas failed to weatherize their infrastructure. Supply dwindled. Demand spiked. Prices went thru the roof. Now Texans are holding an obscenely large bill while the gas folks get richer for failing to keep supply flowing. IT'S CRIMINAL. #txlege,,2021-02-21T02:41:52,13805,11813,39719,,#BLUEWAVE2020 🌊🇺🇸🌊 #BuyARepublicanToday! Trump Making Russia Great Again,2014-03-27T21:29:48,Florida,Twitter for iPhone,jbaugh
1362870726836047875,BAMAPERRY,RT @ThePeoplesCube: BREAKING: Biden administration sends emergency wind turbines to help fight #TexasBlackout,TexasBlackout,2021-02-19T21:04:36,13794,9030,62789,,"#TrumpTrain @BAMAPERRY on Parler & Gab. Israel.  Muslims + Progressives = Marriage blessed by Satan (Allah). #Maranatha

Pronouns: Master/Lord/Most High😐",2009-05-30T09:57:52,Florida Panhandle,Twitter Web App,
1363319063162720257,bengin1003,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T02:46:08,13742,14776,364042,,"""Don't mourn, organize!""Parsons “Look for the helpers""-Rogers. “It’s not cynicism to doubt a pathological liar,it’s common sense”-Swan 🧡🏳️‍🌈 Res**t",2016-10-07T20:53:30,,Twitter for iPhone,"DrEricDing,AOC"
1363336674244091906,a_patriciann,"RT @MysteryBaristy:@a_patriciann AND wind turbines have been working in the Arctic for a decade.
It’s materials, management, and upkeep. Not the tech’s fault.

Why Did Wind Turbines Freeze in Texas When They Work in the Arctic? https://t.co/JJ8ktIPgV6",,2021-02-21T03:56:07,13655,12706,46332,,#TeamBidenHarris #TeamPelosi #VoteBlue #TrustTheProcess ❤️🤍💙,2013-08-06T17:45:07,,Twitter for iPhone,"MysteryBaristy,a_patriciann"
1363310046529146886,JJManring,"RT @JCTheResistance:Hey Texas Gov 

Utah has wind turbines. Funny that they work just fine in the snow. 

We had 11 inches in 11 hours and we have power. https://t.co/gtKd6MBrji",,2021-02-21T02:10:18,13186,14192,18393,,"Tweets on Things Political, with a sarcastic twist. An occasional (unintentional) spelling or grammatical error tossed in to feed Twitter Trolls. #Resist",2013-07-19T00:23:59,"Minneapolis, MN",Twitter for iPhone,JCTheResistance
1363341819665215490,rbsralaw,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T04:16:34,13095,14326,246246,,Attorney. Appalled by Trump in every fiber of my being.#Resistance!,2014-06-26T15:53:14,,Twitter for iPhone,"DrEricDing,AOC"
1363340558677266435,PlanetCrusader,"RT @67jewelCDH:Just in from Iowa where wind farms suppy 40% of their power:

""It's 17 below zero and the windmills are still turning!""

Get it, Texas politicians?",,2021-02-21T04:11:33,13078,13417,88781,,"Helping save Earth a little each day. Global warming, conservation, environment issues. Mainly political tweets. #UniteBlue #Biden2020 #TheResistance #FBR",2012-09-25T21:04:08,Earth,Twitter Web App,67jewelCDH
1362880210207604738,FoodLogistics,"A week into an unprecedented winter storm, Texas' food supply is starting to dwindle.

#Texas #WinterStorms… https://t.co/pAEYGXlBKp","Texas,WinterStorms",2021-02-19T21:42:17,12594,2041,604,https://twitter.com/i/web/status/1362880210207604738,Food Logistics is the only publication exclusively dedicated to covering the global supply chain solutions for the cold food and beverage industry.,2010-04-22T17:17:20,"Fort Atkinson, WI",Socialbakers,
1363332230085365766,ConsiderThis1,"RT @troianovb:@g0re0gre @ConsiderThis1 @DC_Draino Did Biden refuse a request from Texas regarding power increase, Trump was right windmills might not turn at times.",,2021-02-21T03:38:27,12580,10906,3372,,"A tall old blonde taking a stand against corruption. But it's a struggle. 

What you don't know about B12 could hurt you. http://health-boundaries.com/?swcfpc=1",2009-03-08T19:06:55,"Santa Fe, New Mexico",Twitter for iPhone,"troianovb,g0re0gre,ConsiderThis1,DC_Draino"
1363313857951768578,JoeWilder01,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI https://t.co/LJzHDcEAdd",,2021-02-21T02:25:27,12474,11814,145870,,World Traveler. Airline Corporate Trainer/Leadership Training. US Army Veteran. Retired. #TheResistance #BidenHarris,2016-07-01T04:25:45,"Texas, USA",Twitter Web App,"DrEricDing,AOC"
1363312617528434694,PImpeachment,"RT @jules00742:As the renewable energy sector continues to grow, so do the amount of jobs in that field.

Electricity generation from wind turbines is consistently setting new daily records. 

#SolveDifferent
#ActOnClimate
#ONEV1 
https://t.co/u8X6PJKvFA",,2021-02-21T02:20:31,12398,12456,22683,,"Nevertheless she persisted, LGBT supporter, 🌊 , VOTE blue no matter who THIS, right here, right now, IS OUR LAST STAND! Black Lives Matter, ONEV1,, Z26",2018-01-28T16:40:24,NC,Twitter for iPhone,jules00742
1363341993464778754,judieyoung,"RT @67jewelCDH:Just in from Iowa where wind farms suppy 40% of their power:

""It's 17 below zero and the windmills are still turning!""

Get it, Texas politicians?",,2021-02-21T04:17:15,12197,13263,83687,,"Mother, wife of Vietnam vet, grandmother, fighting cancer (Leukemia). health care for all. #Not my 45, #Resistance#Bluewave2020",2009-03-03T17:21:26,,Twitter for iPad,67jewelCDH
1363323010674028545,legaleagle1952,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T03:01:49,12150,13323,34776,,Attorney🇺🇸⚜️🦜#RuleofLaw #unhackthevote #TaxReturns #GunControl #SaveDemocracy #TheResistance #Magnitsky #FBR  No DMs/Lists🌊🌊🌊🌊 #Impeach- BLM,2017-01-22T18:51:53,,Twitter for Android,"DrEricDing,AOC"
1363313325635952640,thedoggeneral1,"So both @GOP Senators &amp; at least one Congressperson from Texas left Texas for warmer weather when their constituents needed them the most.....Wow!

And Gov @GregAbbott_TX blamed windmills &amp; non-existent New Green Deal.

Despicable.",,2021-02-21T02:23:20,12028,12348,84290,https://twitter.com/i/web/status/1363313325635952640,"Personal Trainer, Black🥋Belt, 
                                               Bodybuilder (57yr-old w/aches) Daughter & Dog.                    #TheResistance",2016-03-03T17:16:10,"Illinois, USA",Twitter for Android,GOP
1362865056468377607,SPURGEONdotUS,RT @ThePeoplesCube: BREAKING: Biden administration sends emergency wind turbines to help fight #TexasBlackout,TexasBlackout,2021-02-19T20:42:04,11982,206,5,,"These life-changing quotes are the distillation of 50,000 pages of reading of Charles H. Spurgeon's works. Enjoy! Job 36:24
KerryJamesAllen@Gmail.com",2012-03-09T15:04:17,"Aurora,  IL",Twitter Web App,
1363329257112494080,ZBankEnt,RT @zorozoro85:Texas gonna need ppl to inspect things that can’t be easily accessible such as wind turbines to make sure there’s no major damage etc etc that’s where the drone comes in you can inspect things with your drone that otherwise couldn’t be used also why that license comes in handy,,2021-02-21T03:26:38,11873,382,16525,,Guns • Food • Stocks & Real Estate  @SouthsideArmory,2011-05-11T01:06:15,Texas,Twitter for iPhone,zorozoro85
1363317776174186499,DeuxHoney,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T02:41:01,11645,10506,56264,,#CussingProgressive🤬 #Freebird🕊,2020-02-22T10:53:54,"Waiting-On-A-Miracle, USA  ",Twitter for Android,"DrEricDing,AOC"
1363341822207029249,catbirdx,"RT @nytimes:Some Texas politicians incorrectly blamed frozen wind turbines and renewable energy for the power outages across the storm-worn state.

The fact is that Texas generates most of its power from natural gas and coal. https://t.co/dZg5PgdR3v",,2021-02-21T04:16:34,11528,11883,228781,,"Astrophysicist, Brain Surgeon, Archeologist, Bee Removal Expert, Coal Miner & Special Forces Commando",2013-03-27T17:48:24,Pacific Northwest the Beautiful,Twitter Web App,nytimes
1362854571786178562,raythemouse,'This is a disaster': Texas faces dwindling food supplies amid Arctic conditions https://t.co/mYXB7EdVh2,,2021-02-19T20:00:25,11468,11319,32412,https://www.theguardian.com/us-news/2021/feb/18/texas-food-banks-crisis-storm-freezing-supplies,"#Dogs 
#Cats
#Nature
#Deforestation 
#Environment
#RenewableEnergy
#ByCatch 
#Animals
#Birds
WILL ALWAYS FOLLOW SOMEONE IF THEY FOLLOW ME.",2013-06-20T22:16:08,Perth Western Australia,Twitter Web App,
1363312911008079874,MikeBitter,@PaulHBeckwith Texas wind only produces 18% of its energy. Wrong type mill for that cold of a storm. Bad workmanship? Gotta have the right equipment for the job. It's a great resource!,,2021-02-21T02:21:41,11465,13849,122,https://twitter.com/i/web/status/1363312911008079874,"Man about town, just not sure what town or what being about town really is.",2009-04-29T17:45:57,Iowa,Twitter for Android,PaulHBeckwith
1363317455028903936,MP_LatinX,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T02:39:45,11374,11439,147886,,"#BlackLivesMatter #Resist #LGBTQ Ally #Writer Followed by Malala’s Dad, Glenn Kirschner, Tea Pain & BrooklynDad_Defiant!!! So cool! #NOW 🎶=Joy *Free memes",2014-03-19T02:56:23,Nebraska,Twitter for iPhone,"DrEricDing,AOC"
1362883548236029954,JackieEco,Power outrage: Some seeing electric bills as high as $17K in wake of Texas winter storm #weatherize #solar #wind… https://t.co/Ero4UkeQ7E,"weatherize,solar,wind",2021-02-19T21:55:33,11119,10905,62827,https://twitter.com/i/web/status/1362883548236029954,"So, does the Covid-LA strain have an agent yet?🤔🌲""Emission-ary""♻️🦅#Comic #Writer #Dork #Equality #AdoptDontShop🐶🐱#Eco @SagAftra @KMRtalent🎞",2009-03-12T22:22:30,The Rainforest,Twitter Web App,
1362866119284031497,art2u2,Why wind turbines in New York keep working in bitter cold weather unlike the ones in Texas -… https://t.co/uq0Pd9taOC,,2021-02-19T20:46:18,11056,10316,82,https://twitter.com/i/web/status/1362866119284031497,"Artist, Chess Player, Citizen of the World, Liberal Democrat, Marine Electric and Electronics..I Don't Drink The Tea Juice",2009-06-16T17:06:33,"Miami, Florida.",Twitter Web App,
1362873407004545025,hoplitnet,Gaslighting about wind power. Ironic.,,2021-02-19T21:15:15,10776,10644,51351,,"Rides water 🏄‍♂️
Makes movies 🎥
Writes words 📚
Talks politics ⚖️ 
Aesthetic ascetic 🧙‍♂️
4w5🐼",2012-08-06T19:15:13,Outer Spiral Arm,Twitter for iPhone,
1363313622877831169,paulbrady,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T02:24:31,10707,9774,22778,,"#Bitcoin USMC Vet, tropical beach lover, traveler.",2008-04-17T00:32:13,"Las Vegas, NV",Twitter for Android,"DrEricDing,AOC"
1363339391356129281,steveweinstein,"RT @DrEricDing:Let this sink in—Congresswoman @AOC from Bronx &amp; Queens raised over $4 million for people suffering in Texas.

While Ted Cruz went to Cancun, Rick Perry &amp; others blamed wind power that’s &lt;12% of actual shortage.

➡️Donate to help Texas—let’s keep it going! https://t.co/cMe9wtKnaI",,2021-02-21T04:06:55,10639,1699,41,,"Author/Satirist/Former Reporter at the LA Times.........     
A Wish Can Change Your Life published by Simon & Schuster",2009-06-16T20:03:07,Los Angeles,Twitter for iPhone,"DrEricDing,AOC"
1362875380743421957,tommorton,Texas Republicans have chosen to fight a culture war about wind farms (not the cause of the power outages) and the… https://t.co/4umPgWQab6,,2021-02-19T21:23:06,10591,2722,51711,https://twitter.com/i/web/status/1362875380743421957,"Chief Strategy Officer at @rga. Media, new economy, brands, marketing, design, culture, politics. Sometimes @drsamueljohnson & @balearicbaloney.",2007-05-21T14:53:42,"New York, NY",Twitter for iPhone,
1363334796521459712,Mistysmom1,"RT @toddstarnes:Trump on wind turbines: ""It's got a lot of problems. 
Associated Press: ""He's exaggerating the downsides.""
Texas: No, he's not.",,2021-02-21T03:48:39,10589,11300,83421,,"#Trump2021, #MAGA, #God, #USA, scuba diving, #NRA, Koi, salt/freshwater fish, gardening, stamps. No DM please. Married 53 years!! Jewish RN",2009-07-22T04:47:00,Oklahoma,Twitter Web App,toddstarnes
1362858047413002240,Antoinotabot,RT @IngrahamAngle: “Imagine if all of Texas was on wind and solar. We would still be without power.”  -- Texas Lt. Governor @DanPatrick on…,,2021-02-19T20:14:13,10420,10872,697811,,"One Nation under God
not a bot 👩,  ex dem  #WalkAway 👠👠😁 
NO Porn!",2017-07-05T17:14:03,USA,Twitter for Android,
1362880584683376644,iriedeby,@CothrenRhonda @elaineT42 @grayson_jr @DonaldJTrumpJr Your windmill were chosen by Texas to not have the necessary… https://t.co/x0aXgK6uor,,2021-02-19T21:43:47,10270,10778,49831,https://twitter.com/i/web/status/1362880584683376644,"Deadhead, Musician, Elected Official, Biden2020, BLM, 
Moses Mom
I miss my Jamaica!  MS service dog & I fight fascism! Vote Blue!",2015-12-17T04:21:56,United States,Twitter Web App,
